Campaign Name,Ad Name,Headline,Introductory Text,Destination URL,Image URL,Call to Action,Status
4H_2026_hitch_awareness,HI-LI-AW-3,AI answers. You close the job.,What if every call to your tow operation got answered — even at 11pm? hitch.city makes it real for $79/mo.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,Start free,ACTIVE
4H_2026_hitch_awareness,HI-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. hitch.city — $79/mo.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,Get it now,ACTIVE
4H_2026_hitch_awareness,HI-LI-RT-2,You've seen it. Now run it.,You checked out hitch.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,Start free,ACTIVE
4H_2026_hitch_awareness,HI-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your tow operation for $79/mo. You can cancel anytime. But you won't want to.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,See it live,ACTIVE
4H_2026_hitch_awareness,HI-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your tow operation callers hear when AI answers. Spoiler: it sounds great. hitch.city — $79/mo.,https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,Hear it,ACTIVE
4H_2026_hitch_awareness,HI-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. hitch.city — the $79/mo upgrade your tow operation needs.",https://hitch.city/hitch?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hitch_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/towing-hero.png,See it live,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-AW-1,Stop missing calls. Start winning jobs.,Hydrovac work goes to whoever GCs can reach first. Every unanswered call is money walking out the door. hydrovac.city — AI answers every call for $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,See it live,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-AW-2,First to answer wins. Always.,The hydrovac company that answers first wins the job. Simple math. hydrovac.city puts AI on your phones 24/7 for $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,Hear it,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-AW-3,AI answers. You close the job.,What if every call to your hydrovac company got answered — even at 11pm? hydrovac.city makes it real for $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,Start free,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. hydrovac.city — $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,Get it now,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-RT-2,You've seen it. Now run it.,You checked out hydrovac.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,Start free,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your hydrovac company for $79/mo. You can cancel anytime. But you won't want to.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,See it live,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your hydrovac company callers hear when AI answers. Spoiler: it sounds great. hydrovac.city — $79/mo.,https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,Hear it,ACTIVE
4H_2026_hydrovac_awareness,HV-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. hydrovac.city — the $79/mo upgrade your hydrovac company needs.",https://hydrovac.city/hydrovac?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_hydrovac_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/hydrovac-hero.png,See it live,ACTIVE
4H_2026_inspection_awareness,HX-LI-AW-1,Stop missing calls. Start winning jobs.,Home buyers move fast. A missed inspection call kills deals. Every unanswered call is money walking out the door. inspection.city — AI answers every call for $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_missed_call&utm_content=li_aware_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,See it live,ACTIVE
4H_2026_inspection_awareness,HX-LI-AW-2,First to answer wins. Always.,The inspection business that answers first wins the job. Simple math. inspection.city puts AI on your phones 24/7 for $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_first_answer&utm_content=li_aware_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,Hear it,ACTIVE
4H_2026_inspection_awareness,HX-LI-AW-3,AI answers. You close the job.,What if every call to your inspection business got answered — even at 11pm? inspection.city makes it real for $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_ai_answers&utm_content=li_aware_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,Start free,ACTIVE
4H_2026_inspection_awareness,HX-LI-RT-1,Your competitors already answered.,Hundreds of trade businesses already use AI answering. The ones still missing calls? They're losing to the ones that don't. inspection.city — $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_social_proof&utm_content=li_retarget_static_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,Get it now,ACTIVE
4H_2026_inspection_awareness,HX-LI-RT-2,You've seen it. Now run it.,You checked out inspection.city. Here's the real question: how many calls did you miss while reading this? Start for $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_try_it&utm_content=li_retarget_static_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,Start free,ACTIVE
4H_2026_inspection_awareness,HX-LI-RT-3,$79/mo. Cancel whenever.,No contracts. No setup fees. Just AI answering every call to your inspection business for $79/mo. You can cancel anytime. But you won't want to.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_risk_free&utm_content=li_retarget_static_3&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,See it live,ACTIVE
4H_2026_inspection_awareness,HX-LI-VD-1,Hear it before you buy it.,[VIDEO] Hear what your inspection business callers hear when AI answers. Spoiler: it sounds great. inspection.city — $79/mo.,https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_demo_call&utm_content=li_video_1&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,Hear it,ACTIVE
4H_2026_inspection_awareness,HX-LI-VD-2,Before vs. after. One call.,"[VIDEO] Before: missed calls, lost jobs. After: AI answers every call 24/7. inspection.city — the $79/mo upgrade your inspection business needs.",https://inspection.city/inspection?utm_source=linkedin&utm_medium=paid-social&utm_campaign=4h_2026-03_inspection_before_after&utm_content=li_video_2&utm_term=owners_1-10,https://vzawlfitqnjhypnkguas.supabase.co/storage/v1/object/public/ad-creatives/trade-heros/home-inspection-hero.png,See it live,ACTIVE
